,Unnamed: 0_x,ZIPCODE,CUISINECODE,VIOLCODE,SCORE,CURRENTGRADE,GRADEDATE,Unnamed: 0_y,geocode
20483,3,10005,83.0,06F,13.0,A,2013-09-18 00:00:00,4,"(40.6998433, -74.0072436)"
20484,141,10005,47.0,06D,7.0,A,2013-08-05 00:00:00,4,"(40.6998433, -74.0072436)"
20485,1696,10005,69.0,10F,7.0,A,2013-06-12 00:00:00,4,"(40.6998433, -74.0072436)"
20486,2827,10005,28.0,06D,11.0,A,2013-07-15 00:00:00,4,"(40.6998433, -74.0072436)"
20487,3015,10005,3.0,02G,10.0,A,2013-01-07 00:00:00,4,"(40.6998433, -74.0072436)"
20488,3435,10005,83.0,06B,13.0,A,2013-09-18 00:00:00,4,"(40.6998433, -74.0072436)"
20489,3581,10005,47.0,10F,7.0,A,2013-08-05 00:00:00,4,"(40.6998433, -74.0072436)"
20490,3728,10005,83.0,10B,13.0,A,2013-09-18 00:00:00,4,"(40.6998433, -74.0072436)"
20491,4041,10005,3.0,10F,39.0,Z,2013-10-16 00:00:00,4,"(40.6998433, -74.0072436)"
20492,4505,10005,3.0,06D,11.0,A,2013-02-25 00:00:00,4,"(40.6998433, -74.0072436)"
20493,4506,10005,3.0,10B,11.0,A,2013-02-25 00:00:00,4,"(40.6998433, -74.0072436)"
20494,5749,10005,3.0,10F,4.0,A,2013-09-04 00:00:00,4,"(40.6998433, -74.0072436)"
20495,6146,10005,47.0,10F,11.0,A,2013-11-06 00:00:00,4,"(40.6998433, -74.0072436)"
20496,6183,10005,3.0,04A,39.0,Z,2013-10-16 00:00:00,4,"(40.6998433, -74.0072436)"
20497,6184,10005,3.0,09A,39.0,Z,2013-10-16 00:00:00,4,"(40.6998433, -74.0072436)"
20498,6488,10005,3.0,10F,7.0,A,2013-08-02 00:00:00,4,"(40.6998433, -74.0072436)"
20499,6818,10005,47.0,02G,11.0,A,2013-11-06 00:00:00,4,"(40.6998433, -74.0072436)"
20500,6846,10005,3.0,06D,7.0,A,2013-10-04 00:00:00,4,"(40.6998433, -74.0072436)"
20501,6966,10005,3.0,04H,39.0,Z,2013-10-16 00:00:00,4,"(40.6998433, -74.0072436)"
20502,6967,10005,3.0,06D,39.0,Z,2013-10-16 00:00:00,4,"(40.6998433, -74.0072436)"
20503,7039,10005,3.0,06D,15.0,B,2013-08-26 00:00:00,4,"(40.6998433, -74.0072436)"
20504,7040,10005,3.0,08B,15.0,B,2013-08-26 00:00:00,4,"(40.6998433, -74.0072436)"
20505,7087,10005,3.0,06E,39.0,Z,2013-10-16 00:00:00,4,"(40.6998433, -74.0072436)"
20506,7124,10005,3.0,08C,39.0,Z,2013-10-16 00:00:00,4,"(40.6998433, -74.0072436)"
20507,7132,10005,3.0,10B,10.0,A,2013-01-07 00:00:00,4,"(40.6998433, -74.0072436)"
20508,7136,10005,3.0,06D,7.0,A,2013-08-02 00:00:00,4,"(40.6998433, -74.0072436)"
20509,7830,10005,70.0,04N,13.0,A,2012-09-21 00:00:00,4,"(40.6998433, -74.0072436)"
20510,7831,10005,70.0,08A,13.0,A,2012-09-21 00:00:00,4,"(40.6998433, -74.0072436)"
20511,7832,10005,70.0,08B,13.0,A,2012-09-21 00:00:00,4,"(40.6998433, -74.0072436)"
20512,7932,10005,3.0,02G,15.0,B,2013-08-26 00:00:00,4,"(40.6998433, -74.0072436)"
20513,8884,10005,14.0,02G,11.0,A,2013-11-18 00:00:00,4,"(40.6998433, -74.0072436)"
20514,8885,10005,14.0,10H,11.0,A,2013-11-18 00:00:00,4,"(40.6998433, -74.0072436)"
20515,9110,10005,3.0,02B,12.0,A,2013-04-29 00:00:00,4,"(40.6998433, -74.0072436)"
20516,9353,10005,3.0,10F,7.0,A,2013-10-04 00:00:00,4,"(40.6998433, -74.0072436)"
20517,9658,10005,3.0,02G,10.0,A,2013-02-01 00:00:00,4,"(40.6998433, -74.0072436)"
20518,9808,10005,47.0,10B,2.0,A,2013-08-19 00:00:00,4,"(40.6998433, -74.0072436)"
20519,10234,10005,3.0,10F,2.0,A,2013-08-14 00:00:00,4,"(40.6998433, -74.0072436)"
20520,10658,10005,32.0,10F,5.0,A,2013-02-20 00:00:00,4,"(40.6998433, -74.0072436)"
20521,10684,10005,49.0,02B,12.0,A,2013-09-13 00:00:00,4,"(40.6998433, -74.0072436)"
20522,10906,10005,44.0,,,A,2013-10-03 00:00:00,4,"(40.6998433, -74.0072436)"
20523,10942,10005,3.0,10F,11.0,A,2013-02-25 00:00:00,4,"(40.6998433, -74.0072436)"
20524,11102,10005,3.0,10B,4.0,A,2013-09-04 00:00:00,4,"(40.6998433, -74.0072436)"
20525,11847,10005,3.0,10B,13.0,A,2013-04-09 00:00:00,4,"(40.6998433, -74.0072436)"
20526,12013,10005,14.0,10B,11.0,A,2013-11-18 00:00:00,4,"(40.6998433, -74.0072436)"
20527,12362,10005,3.0,10F,10.0,A,2013-02-01 00:00:00,4,"(40.6998433, -74.0072436)"
20528,12411,10005,62.0,10F,11.0,A,2013-08-19 00:00:00,4,"(40.6998433, -74.0072436)"
20529,12428,10005,75.0,02G,10.0,A,2013-05-20 00:00:00,4,"(40.6998433, -74.0072436)"
20530,12696,10005,14.0,06D,9.0,A,2013-03-01 00:00:00,4,"(40.6998433, -74.0072436)"
20531,12871,10005,3.0,06F,13.0,A,2013-09-05 00:00:00,4,"(40.6998433, -74.0072436)"
20532,12885,10005,3.0,02G,13.0,A,2013-09-05 00:00:00,4,"(40.6998433, -74.0072436)"
20533,13363,10005,32.0,10B,5.0,A,2013-02-20 00:00:00,4,"(40.6998433, -74.0072436)"
20534,13683,10005,3.0,06D,13.0,A,2013-04-09 00:00:00,4,"(40.6998433, -74.0072436)"
20535,13780,10005,3.0,10F,13.0,A,2013-04-09 00:00:00,4,"(40.6998433, -74.0072436)"
20536,13819,10005,14.0,10H,2.0,A,2013-06-03 00:00:00,4,"(40.6998433, -74.0072436)"
20537,14332,10005,14.0,10F,9.0,A,2013-03-01 00:00:00,4,"(40.6998433, -74.0072436)"
20538,14564,10005,62.0,10D,11.0,A,2013-08-19 00:00:00,4,"(40.6998433, -74.0072436)"
20539,14670,10005,3.0,10F,9.0,A,2013-02-04 00:00:00,4,"(40.6998433, -74.0072436)"
20540,14678,10005,3.0,10B,12.0,A,2013-07-26 00:00:00,4,"(40.6998433, -74.0072436)"
20541,14759,10005,3.0,06D,12.0,A,2013-07-26 00:00:00,4,"(40.6998433, -74.0072436)"
20542,16411,10005,3.0,10B,7.0,A,2013-01-25 00:00:00,4,"(40.6998433, -74.0072436)"
20543,16710,10005,62.0,06F,11.0,A,2013-08-19 00:00:00,4,"(40.6998433, -74.0072436)"
20544,16711,10005,62.0,08B,11.0,A,2013-08-19 00:00:00,4,"(40.6998433, -74.0072436)"
20545,17274,10005,3.0,02B,9.0,A,2013-02-04 00:00:00,4,"(40.6998433, -74.0072436)"
20546,17367,10005,14.0,02G,8.0,A,2012-12-12 00:00:00,4,"(40.6998433, -74.0072436)"
20547,17723,10005,35.0,06D,12.0,A,2013-02-01 00:00:00,4,"(40.6998433, -74.0072436)"
20548,18403,10005,3.0,06D,7.0,A,2013-01-25 00:00:00,4,"(40.6998433, -74.0072436)"
20549,19311,10005,27.0,04H,7.0,A,2013-09-03 00:00:00,4,"(40.6998433, -74.0072436)"
20550,19669,10005,35.0,02G,12.0,A,2013-02-01 00:00:00,4,"(40.6998433, -74.0072436)"
20551,20028,10005,49.0,10F,10.0,A,2013-01-15 00:00:00,4,"(40.6998433, -74.0072436)"
20552,20435,10005,48.0,10H,12.0,A,2013-01-25 00:00:00,4,"(40.6998433, -74.0072436)"
20553,21635,10005,62.0,10F,11.0,A,2013-08-12 00:00:00,4,"(40.6998433, -74.0072436)"
20554,21994,10005,3.0,10B,9.0,A,2013-05-21 00:00:00,4,"(40.6998433, -74.0072436)"
20555,22256,10005,3.0,10D,2.0,A,2013-09-04 00:00:00,4,"(40.6998433, -74.0072436)"
20556,23069,10005,49.0,06C,10.0,A,2013-01-15 00:00:00,4,"(40.6998433, -74.0072436)"
20557,23166,10005,62.0,02B,11.0,A,2013-08-12 00:00:00,4,"(40.6998433, -74.0072436)"
20558,23440,10005,48.0,04D,12.0,A,2013-01-25 00:00:00,4,"(40.6998433, -74.0072436)"
20559,23551,10005,8.0,10F,12.0,A,2013-05-08 00:00:00,4,"(40.6998433, -74.0072436)"
20560,23868,10005,3.0,10F,10.0,A,2013-04-30 00:00:00,4,"(40.6998433, -74.0072436)"
20561,24009,10005,3.0,06D,10.0,A,2013-04-30 00:00:00,4,"(40.6998433, -74.0072436)"
20562,24999,10005,3.0,10F,9.0,A,2013-02-25 00:00:00,4,"(40.6998433, -74.0072436)"
20563,25337,10005,3.0,04H,9.0,A,2013-05-21 00:00:00,4,"(40.6998433, -74.0072436)"
20564,26104,10005,49.0,02G,12.0,A,2013-06-12 00:00:00,4,"(40.6998433, -74.0072436)"
20565,26134,10005,49.0,06C,16.0,B,2013-04-08 00:00:00,4,"(40.6998433, -74.0072436)"
20566,26260,10005,3.0,10F,2.0,A,2013-06-19 00:00:00,4,"(40.6998433, -74.0072436)"
20567,26277,10005,3.0,02G,7.0,A,2013-09-03 00:00:00,4,"(40.6998433, -74.0072436)"
20568,26436,10005,49.0,06A,16.0,B,2013-04-08 00:00:00,4,"(40.6998433, -74.0072436)"
20569,27107,10005,8.0,04A,12.0,A,2013-05-08 00:00:00,4,"(40.6998433, -74.0072436)"
20570,28151,10005,3.0,10F,9.0,A,2013-09-04 00:00:00,4,"(40.6998433, -74.0072436)"
20571,28332,10005,3.0,08A,11.0,A,2013-08-19 00:00:00,4,"(40.6998433, -74.0072436)"
20572,28550,10005,3.0,04N,11.0,A,2013-08-19 00:00:00,4,"(40.6998433, -74.0072436)"
20573,28681,10005,3.0,02G,9.0,A,2013-02-25 00:00:00,4,"(40.6998433, -74.0072436)"
20574,29022,10005,69.0,06D,7.0,A,2013-06-12 00:00:00,4,"(40.6998433, -74.0072436)"
20575,30297,10005,49.0,06E,16.0,B,2013-04-08 00:00:00,4,"(40.6998433, -74.0072436)"
20576,33254,10005,68.0,06D,8.0,A,2013-09-20 00:00:00,4,"(40.6998433, -74.0072436)"
20577,33255,10005,68.0,10F,8.0,A,2013-09-20 00:00:00,4,"(40.6998433, -74.0072436)"
20578,34297,10005,28.0,04N,11.0,A,2013-07-15 00:00:00,4,"(40.6998433, -74.0072436)"
20579,36466,10005,51.0,06C,13.0,A,2013-07-27 00:00:00,4,"(40.6998433, -74.0072436)"
20580,37435,10005,3.0,06D,5.0,A,2013-04-26 00:00:00,4,"(40.6998433, -74.0072436)"
20581,39110,10005,29.0,06E,8.0,A,2013-03-14 00:00:00,4,"(40.6998433, -74.0072436)"
20582,40011,10005,3.0,06F,21.0,B,2013-07-05 00:00:00,4,"(40.6998433, -74.0072436)"
20583,42722,10005,3.0,04J,21.0,B,2013-07-05 00:00:00,4,"(40.6998433, -74.0072436)"
20584,43037,10005,43.0,10H,7.0,A,2013-07-29 00:00:00,4,"(40.6998433, -74.0072436)"
20585,43104,10005,3.0,02G,21.0,B,2013-07-05 00:00:00,4,"(40.6998433, -74.0072436)"
20586,43379,10005,43.0,10F,7.0,A,2013-07-29 00:00:00,4,"(40.6998433, -74.0072436)"
20587,43877,10005,14.0,10F,4.0,A,2013-11-08 00:00:00,4,"(40.6998433, -74.0072436)"
20588,48948,10005,29.0,10B,8.0,A,2013-03-14 00:00:00,4,"(40.6998433, -74.0072436)"
20589,49545,10005,3.0,06D,9.0,A,2013-09-03 00:00:00,4,"(40.6998433, -74.0072436)"
20590,49709,10005,48.0,06A,5.0,A,2013-08-07 00:00:00,4,"(40.6998433, -74.0072436)"
20591,50604,10005,3.0,09B,9.0,A,2013-09-03 00:00:00,4,"(40.6998433, -74.0072436)"
20592,50605,10005,3.0,10J,9.0,A,2013-09-03 00:00:00,4,"(40.6998433, -74.0072436)"
20593,52323,10005,3.0,10F,12.0,A,2013-04-29 00:00:00,4,"(40.6998433, -74.0072436)"
20594,52483,10005,49.0,10F,12.0,A,2013-09-13 00:00:00,4,"(40.6998433, -74.0072436)"
20595,52667,10005,14.0,10J,9.0,A,2013-03-01 00:00:00,4,"(40.6998433, -74.0072436)"
20596,52981,10005,3.0,10F,12.0,A,2013-07-26 00:00:00,4,"(40.6998433, -74.0072436)"
20597,53840,10005,49.0,10B,10.0,A,2013-01-15 00:00:00,4,"(40.6998433, -74.0072436)"
20598,54250,10005,49.0,10F,12.0,A,2013-06-12 00:00:00,4,"(40.6998433, -74.0072436)"
20599,54786,10005,3.0,06D,9.0,A,2013-09-04 00:00:00,4,"(40.6998433, -74.0072436)"
20600,56710,10005,51.0,02G,13.0,A,2013-07-27 00:00:00,4,"(40.6998433, -74.0072436)"
20601,58147,10005,43.0,10A,7.0,A,2013-07-29 00:00:00,4,"(40.6998433, -74.0072436)"
20602,58236,10005,7.0,,,A,2013-08-12 00:00:00,4,"(40.6998433, -74.0072436)"
20603,58526,10005,83.0,04L,14.0,,,4,"(40.6998433, -74.0072436)"
20604,58527,10005,83.0,02G,18.0,B,2011-02-10 00:00:00,4,"(40.6998433, -74.0072436)"
20605,58528,10005,83.0,10B,22.0,,,4,"(40.6998433, -74.0072436)"
20606,58529,10005,83.0,06F,12.0,B,2011-09-26 00:00:00,4,"(40.6998433, -74.0072436)"
20607,58876,10005,83.0,08C,14.0,,,4,"(40.6998433, -74.0072436)"
20608,58877,10005,83.0,06A,12.0,B,2011-09-26 00:00:00,4,"(40.6998433, -74.0072436)"
20609,59215,10005,47.0,05D,36.0,,,4,"(40.6998433, -74.0072436)"
20610,59216,10005,47.0,06A,36.0,,,4,"(40.6998433, -74.0072436)"
20611,59217,10005,47.0,10F,36.0,,,4,"(40.6998433, -74.0072436)"
20612,59218,10005,47.0,02G,29.0,,,4,"(40.6998433, -74.0072436)"
20613,59219,10005,47.0,10H,29.0,,,4,"(40.6998433, -74.0072436)"
20614,59938,10005,47.0,16B,,,,4,"(40.6998433, -74.0072436)"
20615,59939,10005,47.0,06D,12.0,,,4,"(40.6998433, -74.0072436)"
20616,59940,10005,47.0,08C,12.0,,,4,"(40.6998433, -74.0072436)"
20617,59941,10005,47.0,06C,5.0,A,2010-08-23 00:00:00,4,"(40.6998433, -74.0072436)"
20618,59942,10005,47.0,04A,36.0,,,4,"(40.6998433, -74.0072436)"
20619,59943,10005,47.0,22A,36.0,,,4,"(40.6998433, -74.0072436)"
20620,59944,10005,47.0,06C,29.0,,,4,"(40.6998433, -74.0072436)"
20621,59945,10005,47.0,09B,29.0,,,4,"(40.6998433, -74.0072436)"
20622,59946,10005,47.0,10F,2.0,A,2013-03-14 00:00:00,4,"(40.6998433, -74.0072436)"
20623,64801,10005,83.0,02B,19.0,,,4,"(40.6998433, -74.0072436)"
20624,64802,10005,83.0,04L,19.0,,,4,"(40.6998433, -74.0072436)"
20625,64803,10005,83.0,08C,11.0,A,2012-05-09 00:00:00,4,"(40.6998433, -74.0072436)"
20626,64804,10005,83.0,04L,9.0,A,2012-09-21 00:00:00,4,"(40.6998433, -74.0072436)"
20627,64936,10005,83.0,02G,22.0,,,4,"(40.6998433, -74.0072436)"
20628,64937,10005,83.0,06C,22.0,,,4,"(40.6998433, -74.0072436)"
20629,66284,10005,47.0,10H,4.0,A,2011-07-29 00:00:00,4,"(40.6998433, -74.0072436)"
20630,66553,10005,47.0,10B,10.0,,,4,"(40.6998433, -74.0072436)"
20631,67338,10005,83.0,10B,14.0,,,4,"(40.6998433, -74.0072436)"
20632,67339,10005,83.0,08A,18.0,B,2011-02-10 00:00:00,4,"(40.6998433, -74.0072436)"
20633,67340,10005,83.0,04H,22.0,,,4,"(40.6998433, -74.0072436)"
20634,67341,10005,83.0,10F,12.0,B,2011-09-26 00:00:00,4,"(40.6998433, -74.0072436)"
20635,67817,10005,83.0,08A,14.0,,,4,"(40.6998433, -74.0072436)"
20636,67818,10005,83.0,10B,11.0,A,2012-05-09 00:00:00,4,"(40.6998433, -74.0072436)"
20637,67819,10005,83.0,08A,9.0,A,2012-09-21 00:00:00,4,"(40.6998433, -74.0072436)"
20638,68831,10005,47.0,10F,12.0,B,2010-12-21 00:00:00,4,"(40.6998433, -74.0072436)"
20639,68832,10005,47.0,02G,15.0,B,2011-08-30 00:00:00,4,"(40.6998433, -74.0072436)"
20640,68833,10005,47.0,02B,25.0,,,4,"(40.6998433, -74.0072436)"
20641,68834,10005,47.0,10B,19.0,,,4,"(40.6998433, -74.0072436)"
20642,68835,10005,47.0,10F,20.0,,,4,"(40.6998433, -74.0072436)"
20643,70065,10005,47.0,10F,12.0,,,4,"(40.6998433, -74.0072436)"
20644,70066,10005,47.0,10J,4.0,A,2011-07-29 00:00:00,4,"(40.6998433, -74.0072436)"
20645,70396,10005,47.0,10H,12.0,,,4,"(40.6998433, -74.0072436)"
20646,70397,10005,47.0,02B,36.0,,,4,"(40.6998433, -74.0072436)"
20647,70398,10005,47.0,04H,15.0,B,2011-03-11 00:00:00,4,"(40.6998433, -74.0072436)"
20648,70399,10005,47.0,10F,12.0,A,2012-07-24 00:00:00,4,"(40.6998433, -74.0072436)"
20649,70400,10005,47.0,04M,29.0,,,4,"(40.6998433, -74.0072436)"
20650,70550,10005,47.0,04K,12.0,,,4,"(40.6998433, -74.0072436)"
20651,70551,10005,47.0,08A,12.0,,,4,"(40.6998433, -74.0072436)"
20652,70552,10005,47.0,10B,12.0,,,4,"(40.6998433, -74.0072436)"
20653,70553,10005,47.0,04K,29.0,,,4,"(40.6998433, -74.0072436)"
20654,70554,10005,47.0,08A,29.0,,,4,"(40.6998433, -74.0072436)"
20655,71260,10005,3.0,08A,13.0,A,2012-03-30 00:00:00,4,"(40.6998433, -74.0072436)"
20656,71261,10005,3.0,04H,36.0,,,4,"(40.6998433, -74.0072436)"
20657,71262,10005,3.0,10F,34.0,,,4,"(40.6998433, -74.0072436)"
20658,71769,10005,3.0,10B,11.0,A,2011-07-22 00:00:00,4,"(40.6998433, -74.0072436)"
20659,71770,10005,3.0,10F,2.0,A,2012-07-27 00:00:00,4,"(40.6998433, -74.0072436)"
20660,76051,10005,3.0,02G,27.0,,,4,"(40.6998433, -74.0072436)"
20661,76052,10005,3.0,06C,10.0,A,2012-10-03 00:00:00,4,"(40.6998433, -74.0072436)"
20662,77268,10005,3.0,02G,19.0,,,4,"(40.6998433, -74.0072436)"
20663,77269,10005,3.0,04L,21.0,,,4,"(40.6998433, -74.0072436)"
20664,79570,10005,47.0,06F,19.0,,,4,"(40.6998433, -74.0072436)"
20665,79571,10005,47.0,10F,19.0,,,4,"(40.6998433, -74.0072436)"
20666,79572,10005,47.0,04L,25.0,,,4,"(40.6998433, -74.0072436)"
20667,79777,10005,47.0,04H,13.0,A,2012-04-06 00:00:00,4,"(40.6998433, -74.0072436)"
20668,79778,10005,47.0,09B,13.0,A,2012-04-06 00:00:00,4,"(40.6998433, -74.0072436)"
20669,79779,10005,47.0,04L,25.0,,,4,"(40.6998433, -74.0072436)"
20670,79780,10005,47.0,08A,11.0,A,2013-04-08 00:00:00,4,"(40.6998433, -74.0072436)"
20671,82522,10005,3.0,06D,36.0,,,4,"(40.6998433, -74.0072436)"
20672,82523,10005,3.0,04H,26.0,C,2013-04-18 00:00:00,4,"(40.6998433, -74.0072436)"
20673,82524,10005,3.0,06D,34.0,,,4,"(40.6998433, -74.0072436)"
20674,82525,10005,3.0,10E,34.0,,,4,"(40.6998433, -74.0072436)"
20675,87813,10005,3.0,06D,13.0,A,2010-09-08 00:00:00,4,"(40.6998433, -74.0072436)"
20676,89273,10005,44.0,10B,4.0,A,2012-02-09 00:00:00,4,"(40.6998433, -74.0072436)"
20677,89274,10005,44.0,10I,17.0,,,4,"(40.6998433, -74.0072436)"
20678,89295,10005,3.0,10B,19.0,,,4,"(40.6998433, -74.0072436)"
20679,89296,10005,3.0,08A,10.0,A,2011-10-21 00:00:00,4,"(40.6998433, -74.0072436)"
20680,89297,10005,3.0,04M,21.0,,,4,"(40.6998433, -74.0072436)"
20681,89298,10005,3.0,06C,55.0,,,4,"(40.6998433, -74.0072436)"
20682,89299,10005,3.0,04L,28.0,,,4,"(40.6998433, -74.0072436)"
20683,89300,10005,3.0,06F,28.0,,,4,"(40.6998433, -74.0072436)"
20684,89918,10005,3.0,02B,18.0,,,4,"(40.6998433, -74.0072436)"
20685,89919,10005,3.0,02G,11.0,A,2012-03-12 00:00:00,4,"(40.6998433, -74.0072436)"
20686,89920,10005,3.0,06A,22.0,,,4,"(40.6998433, -74.0072436)"
20687,89921,10005,3.0,02G,19.0,,,4,"(40.6998433, -74.0072436)"
20688,89922,10005,3.0,02G,22.0,,,4,"(40.6998433, -74.0072436)"
20689,92118,10005,47.0,06D,19.0,,,4,"(40.6998433, -74.0072436)"
20690,92119,10005,47.0,10F,15.0,B,2011-08-30 00:00:00,4,"(40.6998433, -74.0072436)"
20691,92120,10005,47.0,02G,25.0,,,4,"(40.6998433, -74.0072436)"
20692,92121,10005,47.0,02G,20.0,,,4,"(40.6998433, -74.0072436)"
20693,93920,10005,3.0,09C,7.0,A,2011-10-28 00:00:00,4,"(40.6998433, -74.0072436)"
20694,94144,10005,47.0,06D,15.0,B,2011-08-30 00:00:00,4,"(40.6998433, -74.0072436)"
20695,94145,10005,47.0,02G,19.0,,,4,"(40.6998433, -74.0072436)"
20696,94146,10005,47.0,06C,19.0,,,4,"(40.6998433, -74.0072436)"
20697,94147,10005,47.0,08A,25.0,,,4,"(40.6998433, -74.0072436)"
20698,94148,10005,47.0,04L,11.0,A,2013-04-08 00:00:00,4,"(40.6998433, -74.0072436)"
20699,94149,10005,47.0,10F,11.0,A,2013-04-08 00:00:00,4,"(40.6998433, -74.0072436)"
20700,94150,10005,47.0,04J,20.0,,,4,"(40.6998433, -74.0072436)"
20701,94555,10005,3.0,10F,5.0,A,2011-03-31 00:00:00,4,"(40.6998433, -74.0072436)"
20702,94556,10005,3.0,04M,13.0,A,2012-03-30 00:00:00,4,"(40.6998433, -74.0072436)"
20703,94557,10005,3.0,06E,34.0,,,4,"(40.6998433, -74.0072436)"
20704,97130,10005,3.0,,,,,4,"(40.6998433, -74.0072436)"
20705,98883,10005,3.0,06D,5.0,A,2011-09-28 00:00:00,4,"(40.6998433, -74.0072436)"
20706,98884,10005,3.0,10F,27.0,,,4,"(40.6998433, -74.0072436)"
20707,99719,10005,47.0,04A,12.0,B,2010-12-21 00:00:00,4,"(40.6998433, -74.0072436)"
20708,99720,10005,47.0,02B,21.0,,,4,"(40.6998433, -74.0072436)"
20709,99817,10005,44.0,10F,4.0,A,2012-02-09 00:00:00,4,"(40.6998433, -74.0072436)"
20710,99818,10005,44.0,05D,17.0,,,4,"(40.6998433, -74.0072436)"
20711,99819,10005,44.0,10A,4.0,A,2013-04-24 00:00:00,4,"(40.6998433, -74.0072436)"
20712,99985,10005,3.0,02B,10.0,A,2011-06-27 00:00:00,4,"(40.6998433, -74.0072436)"
20713,99986,10005,3.0,06D,21.0,,,4,"(40.6998433, -74.0072436)"
20714,99987,10005,3.0,04N,55.0,,,4,"(40.6998433, -74.0072436)"
20715,99988,10005,3.0,04M,29.0,C,2012-10-03 00:00:00,4,"(40.6998433, -74.0072436)"
20716,99989,10005,3.0,04H,43.0,,,4,"(40.6998433, -74.0072436)"
20717,99990,10005,3.0,10B,43.0,,,4,"(40.6998433, -74.0072436)"
20718,99991,10005,3.0,06D,28.0,,,4,"(40.6998433, -74.0072436)"
20719,101132,10005,47.0,06C,19.0,,,4,"(40.6998433, -74.0072436)"
20720,101133,10005,47.0,10F,13.0,A,2012-04-06 00:00:00,4,"(40.6998433, -74.0072436)"
20721,101134,10005,47.0,10F,19.0,,,4,"(40.6998433, -74.0072436)"
20722,101135,10005,47.0,04H,9.0,A,2012-09-04 00:00:00,4,"(40.6998433, -74.0072436)"
20723,101470,10005,47.0,02G,25.0,,,4,"(40.6998433, -74.0072436)"
20724,101471,10005,47.0,10F,9.0,A,2012-09-04 00:00:00,4,"(40.6998433, -74.0072436)"
20725,101556,10005,3.0,06E,27.0,,,4,"(40.6998433, -74.0072436)"
20726,101557,10005,3.0,08A,27.0,,,4,"(40.6998433, -74.0072436)"
20727,101602,10005,3.0,02G,43.0,,,4,"(40.6998433, -74.0072436)"
20728,101603,10005,3.0,99B,43.0,,,4,"(40.6998433, -74.0072436)"
20729,101604,10005,3.0,10F,16.0,B,2011-01-06 00:00:00,4,"(40.6998433, -74.0072436)"
20730,101605,10005,3.0,06C,38.0,,,4,"(40.6998433, -74.0072436)"
20731,101606,10005,3.0,06C,20.0,,,4,"(40.6998433, -74.0072436)"
20732,101607,10005,3.0,,,C,2012-11-26 00:00:00,4,"(40.6998433, -74.0072436)"
20733,102488,10005,44.0,06F,17.0,,,4,"(40.6998433, -74.0072436)"
20734,102627,10005,3.0,08A,19.0,,,4,"(40.6998433, -74.0072436)"
20735,102628,10005,3.0,06A,27.0,,,4,"(40.6998433, -74.0072436)"
20736,102629,10005,3.0,10B,12.0,B,2012-03-05 00:00:00,4,"(40.6998433, -74.0072436)"
20737,102630,10005,3.0,04H,55.0,,,4,"(40.6998433, -74.0072436)"
20738,102631,10005,3.0,08A,55.0,,,4,"(40.6998433, -74.0072436)"
20739,102632,10005,3.0,08A,29.0,C,2012-10-03 00:00:00,4,"(40.6998433, -74.0072436)"
20740,102633,10005,3.0,04M,43.0,,,4,"(40.6998433, -74.0072436)"
20741,102634,10005,3.0,04H,28.0,,,4,"(40.6998433, -74.0072436)"
20742,102635,10005,3.0,08A,28.0,,,4,"(40.6998433, -74.0072436)"
20743,102646,10005,3.0,04N,26.0,C,2013-04-18 00:00:00,4,"(40.6998433, -74.0072436)"
20744,102647,10005,3.0,10B,34.0,,,4,"(40.6998433, -74.0072436)"
20745,103032,10005,3.0,10B,9.0,A,2010-08-06 00:00:00,4,"(40.6998433, -74.0072436)"
20746,103336,10005,3.0,02G,18.0,,,4,"(40.6998433, -74.0072436)"
20747,103337,10005,3.0,10B,11.0,A,2012-03-12 00:00:00,4,"(40.6998433, -74.0072436)"
20748,103338,10005,3.0,02G,17.0,B,2013-03-27 00:00:00,4,"(40.6998433, -74.0072436)"
20749,103339,10005,3.0,06C,22.0,,,4,"(40.6998433, -74.0072436)"
20750,103890,10005,3.0,10F,13.0,A,2012-03-30 00:00:00,4,"(40.6998433, -74.0072436)"
20751,103891,10005,3.0,06C,36.0,,,4,"(40.6998433, -74.0072436)"
20752,103892,10005,3.0,02G,26.0,C,2013-04-18 00:00:00,4,"(40.6998433, -74.0072436)"
20753,103893,10005,3.0,10J,34.0,,,4,"(40.6998433, -74.0072436)"
20754,104014,10005,3.0,02G,36.0,,,4,"(40.6998433, -74.0072436)"
20755,104015,10005,3.0,02B,26.0,C,2013-04-18 00:00:00,4,"(40.6998433, -74.0072436)"
20756,104016,10005,3.0,08A,26.0,C,2013-04-18 00:00:00,4,"(40.6998433, -74.0072436)"
20757,104017,10005,3.0,06A,34.0,,,4,"(40.6998433, -74.0072436)"
20758,104018,10005,3.0,06B,34.0,,,4,"(40.6998433, -74.0072436)"
20759,104266,10005,3.0,16B,,,,4,"(40.6998433, -74.0072436)"
20760,104345,10005,3.0,04H,11.0,A,2011-07-22 00:00:00,4,"(40.6998433, -74.0072436)"
20761,104524,10005,3.0,10H,9.0,A,2010-08-06 00:00:00,4,"(40.6998433, -74.0072436)"
20762,105582,10005,47.0,08A,34.0,,,4,"(40.6998433, -74.0072436)"
20763,105583,10005,47.0,06B,17.0,,,4,"(40.6998433, -74.0072436)"
20764,105730,10005,47.0,04M,12.0,A,2012-07-17 00:00:00,4,"(40.6998433, -74.0072436)"
